Name,Rank,Price,24h Change,Market Cap,Volume,Circ_Supply,Category
CUBE,1677.0,0.3097,-3.12,3870000.0,6810.0,12500000.0,"NFTs & Collectibles, Metaverse, Web3"
MAV,1678.0,0.071599,-0.81,3870000.0,2029999.9999999998,54100000.0,—
CENNZ,1679.0,0.0032059,3.24,3850000.0,34070.0,1200000000.0,"Enterprise solutions, Marketplace, Web3"
OMZ,1680.0,0.1318,9.5,3850000.0,56170.0,29210000.0,—
TRIO,1681.0,1.3714,-4.17,3840000.0,355360.0,2800000.0,—
UNCOMMONGOODS,1682.0,0.1054,-3.29,3840000.0,1640.0,36400000.0,—
WFI,1683.0,0.38211,-1.0,3820000.0,1300000.0,10010000.0,—
HXD,1684.0,0.0086898,-3.1,3810000.0,68500.0,438700000.0,—
BABYSHARK,1685.0,0.0044729,4.59,3800000.0,2970000.0,849350000.0,Memes
MDX,1686.0,0.0039799,19.48,3780000.0,591400.0,950250000.0,"Decentralized exchange, DeFi"
KIBSHI,1687.0,3.77e-06,-8.25,3770000.0,208900.0,1000000000000.0,Memes
NSTR,1688.0,0.037999,-0.26,3800000.0,7150.0,100000000.0,—
XRT,1689.0,2.23,-1.33,3800000.0,19940.0,1700000.0,"Internet of things, Data management & AI, DePIN"
PLN,1690.0,0.044099,3.13,3800000.0,94390.0,86060000.0,—
AKITA,1691.0,6e-08,0.25,3850000.0,129090.0,68069999999999.99,"Memes, Gaming"
HOOD,1692.0,8.192e-05,-21.58,3650000.0,4160000.0,44550000000.0,Memes
STARS,1693.0,0.0027899,-1.18,3750000.0,36190.0,1350000000.0,—
FUD,1694.0,7e-08,11.44,3750000.0,339880.0,57500000000000.0,Memes
SHRUB,1695.0,0.0039709,0.01,3740000.0,1750000.0,942180000.0,Memes
LAND,1696.0,0.69999,-3.02,3740000.0,178520.0,5340000.0,—
TOP,1697.0,0.00025899,-2.97,3730000.0,1140000.0,14400000000.0,—
VXT,1698.0,0.02077,0.75,3740000.0,85740.0,180000000.0,—
BAN,1699.0,0.002329,0.5,3730000.0,58170.0,1600000000.0,Memes
ZKP,1700.0,0.01112,-0.7,3730000.0,89480.0,335770000.0,—
AURA,1701.0,0.0095978,1.16,3760000.0,121380.0,391900000.0,—
SPARKLET,1702.0,0.01996,-0.48,3720000.0,273900.0,186450000.0,"Gaming, NFTs & Collectibles, Metaverse, Made in America"
HAPI,1703.0,5.0799,1.62,3720000.0,68220.0,732230.0,"Oracles, Cybersecurity"
NEUR,1704.0,0.0041199,-8.47,3730000.0,6000000.0,904810000.0,Data management & AI
TATSU,1705.0,5.3599,3.49,3750000.0,67920.0,700000.0,—
SIS,1706.0,0.060499,-1.38,3710000.0,85830.0,61370000.0,—
VELAR,1707.0,0.01256,3.93,3750000.0,164610.0,298240000.0,—
KEY,1708.0,0.00061899,-2.04,3710000.0,680480.0,6000000000.0,"Data management & AI, Identity, Enterprise solutions"
LETIT,1709.0,0.057489,-0.24,3680000.0,20340.0,64000000.0,—
NAP,1710.0,0.89558,0.89,3780000.0,289400.0,4220000.0,"Sports, Fan Tokens"
XDAG,1711.0,0.0029369,0.53,3720000.0,277950.0,1270000000.0,—
GZONE,1712.0,0.0043609,0.0,3660000.0,33.0,840120000.0,Gaming
RBX,1713.0,0.0060389,-0.28,3650000.0,136040.0,604430000.0,"Decentralized exchange, Derivatives"
XAVA,1714.0,0.25129,1.18,3650000.0,168030.0,14540000.0,—
EPIK,1715.0,0.0042869,-1.04,3630000.0,763890.0,846670000.0,"Memes, Gaming"
DUKO,1716.0,0.00037026,-14.81,3580000.0,1000000.0,9660000000.0,Memes
NHT,1717.0,0.00045579,0.02,3630000.0,51850.0,7970000000.0,—
LMR,1718.0,0.0059699,-3.53,3620000.0,21190.0,606620000.0,"Data management & AI, DePIN"
TREMP,1719.0,0.036069,-3.43,3610000.0,573770.0,100000000.0,Memes
LUIGI,1720.0,0.0036259,19.64,3630000.0,2430000.0,999950000.0,Memes
PONGO,1721.0,4e-08,-2.71,3560000.0,120480.0,100000000000000.0,Memes
VAL,1722.0,0.70767,8.74,3610000.0,46100.0,5100000.0,"Identity, Made in America"
I,1723.0,0.0031789,-26.57,3180000.0,1670000.0,999960000.0,—
PTU,1724.0,0.1554,1.66,3630000.0,19180.0,23360000.0,Asset management
ANDY,1725.0,0.0035819,-11.28,3580000.0,59660.0,1000000000.0,Memes
AZUR,1726.0,0.018305,-1.22,3590000.0,396880.0,196180000.0,—
DIGIMON,1727.0,0.0035854,-1.59,3590000.0,50120.0,999940000.0,—
LOBO,1728.0,0.0002062,10.71,3610000.0,787060.0,17500000000.0,Memes
MYSTERY,1729.0,1e-08,4.08,3480000.0,4290000.0,420690000000000.0,Memes
STARS,1730.0,8.48e-05,-6.79,3570000.0,394160.0,42070000000.0,—
OMAX,1731.0,0.00041129,4.02,3570000.0,626350.0,8670000000.0,"Data management & AI, E-commerce, Web3"
PSPS,1732.0,0.0060549,-1.36,3490000.0,246270.0,577170000.0,Memes
GRACY,1733.0,0.023323,0.7,3550000.0,198930.0,152130000.0,—
MEDIA,1734.0,14.18,1.74,3540000.0,97670.0,250000.0,—
EGP,1735.0,1.65,0.74,3550000.0,2400000.0,2150000.0,—
CAPS,1736.0,0.0027339,-15.29,3520000.0,1110000.0,1290000000.0,NFTs & Collectibles
ARG,1737.0,0.70229,-1.99,3540000.0,784000.0,5040000.0,"Sports, Fan Tokens"
MAK,1738.0,0.018445,-2.59,3530000.0,1010000.0,191580000.0,Gaming
ZERO,1739.0,0.00013067,-2.95,3530000.0,6760000.0,27050000000.0,Lending & Borrowing
RFL,1740.0,0.1411,0.27,3530000.0,64470.0,25000000.0,—
LBL,1741.0,0.0015771,0.08,3520000.0,33180.0,2230000000.0,NFTs & Collectibles
EVAN,1742.0,0.0035559,-7.55,3560000.0,1360000.0,999820000.0,Memes
CWIF,1743.0,1.1e-07,2.0,3500000.0,259360.0,30840000000000.0,Memes
AFC,1744.0,0.56309,-0.02,3510000.0,336800.0,6230000.0,"Sports, Fan Tokens"
RXD,1745.0,0.00026999,-7.2,3480000.0,100860.0,12890000000.0,"Smart contract platforms, Layer 1"
ISP,1746.0,0.00046279,-5.37,3460000.0,324170.0,7480000000.0,"Data management & AI, Metaverse"
TRA,1747.0,0.53794,4.25,3520000.0,836900.0,6540000.0,"Sports, Fan Tokens"
HMX,1748.0,0.93879,-2.04,3480000.0,583.0,3700000.0,"Decentralized exchange, Derivatives, Web3"
BAX,1749.0,4.517e-05,-14.86,3470000.0,63680.0,76850000000.0,Payments
BSX,1750.0,0.0178,5.29,3370000.0,254680.0,189480000.0,—
HAROLD,1751.0,0.0044079,2.1,3470000.0,121980.0,787010000.0,—
CTF,1752.0,0.73029,-11.17,3460000.0,31990.0,4740000.0,—
SG,1753.0,0.127,0.74,3440000.0,979500.0,27130000.0,—
LOOP,1754.0,0.01911,6.15,3450000.0,5910.0,180700000.0,—
CSIX,1755.0,0.0086938,-1.4,3450000.0,857180.0,396590000.0,—
AICELL,1756.0,0.0034299,-5.73,3430000.0,1320000.0,1000000000.0,Memes
KITEAI,1757.0,3.5e-07,-1.25,3450000.0,1090000.0,10000000000000.0,—
CARR,1758.0,0.00216,-2.01,3460000.0,30730.0,1600000000.0,Made in America
MV,1759.0,0.0077848,-2.66,3450000.0,718080.0,443720000.0,"Gaming, NFTs & Collectibles, Metaverse"
PHIL,1760.0,0.0034329,-2.67,3430000.0,2190000.0,1000000000.0,Memes
BTM,1761.0,0.002067,5.48,3390000.0,59170.0,1640000000.0,"Smart contract platforms, Payments"
PUNDU,1762.0,0.0034254,-0.86,3410000.0,2760000.0,995920000.0,Memes
RADAR,1763.0,0.0035314,-0.18,3390000.0,192900.0,960100000.0,—
GMM,1764.0,6.908e-05,-1.01,3380000.0,112030.0,48990000000.0,"NFTs & Collectibles, Interoperability, DeFi, Metaverse, DAO"
TRUF,1765.0,0.01465,0.16,3370000.0,60150.0,230000000.0,—
MAZZE,1766.0,0.001297,5.25,3370000.0,79250.0,2600000000.0,Smart contract platforms
EVDC,1767.0,2.697e-05,8.33,3370000.0,174560.0,125000000000.0,"Energy, Transport"
METAL,1768.0,0.0047399,6.54,3410000.0,61890.0,719300000.0,Gaming
BTS,1769.0,0.00112,-2.41,3350000.0,92990.0,3000000000.0,"Smart contract platforms, Decentralized exchange, DeFi"
IHC,1770.0,2.803e-05,0.0,3350000.0,1050.0,119640000000.0,Cryptocurrencies
ASK,1771.0,0.00020698,-7.58,3350000.0,2980.0,16170000000.000002,"Marketing, Loyalty & Rewards, Web3"
GUI,1772.0,6.01e-06,0.69,3340000.0,124330.0,555900000000.0,Memes
BICITY,1773.0,0.001109,1.3,3330000.0,470600.0,3000000000.0,—
BBSNEK,1774.0,4.44e-05,-10.61,3330000.0,613100.0,74940000000.0,Memes
BFIC,1775.0,0.31699,9.33,3350000.0,2009999.9999999998,10580000.0,—
SEKOIA,1776.0,0.0033449,-32.25,3300000.0,152310.0,986230000.0,Data management & AI
TSUKA,1777.0,0.0032769,3.3,3280000.0,60220.0,1000000000.0,Memes
WEXO,1778.0,0.062794,-0.34,3260000.0,199210.0,51970000.0,—
UNIBOT,1779.0,3.2519,-0.07,3250000.0,89510.0,1000000.0,Loyalty & Rewards
CATTON,1780.0,3.2e-07,0.53,3160000.0,252560.0,10000000000000.0,—
DJED,1781.0,0.9877,-2.42,3250000.0,500420.0,3290000.0,"Stablecoins, Asset-backed Stablecoins"
JOULE,1782.0,0.01076,-4.81,3230000.0,5080.0,300000000.0,Lending & Borrowing
OBICOIN,1783.0,0.024597,-0.9,3200000.0,172930.0,130000000.0,—
SEXY,1784.0,0.031799,-3.18,3180000.0,1150.0,100000000.0,Gaming
NWC,1785.0,0.0211,2.45,3170000.0,149720.0,150400000.0,"Metaverse, Education"
SQ3,1786.0,0.0063399,11.25,3170000.0,155620.0,500000000.0,—
CQT,1787.0,0.0037,4.72,3170000.0,7370.0,856180000.0,"Data management & AI, Enterprise solutions, Web3"
DIP,1788.0,0.000452,-3.03,3160000.0,27810.0,7000000000.0,Memes
NLS,1789.0,0.0065799,0.97,3160000.0,155240.0,480090000.0,—
ITHACA,1790.0,0.039779,-1.42,3170000.0,54820.0,79790000.0,—
CREDI,1791.0,0.0041734,-0.2,3120000.0,197850.0,748570000.0,—
BOO,1792.0,0.33279,-19.11,3130000.0,153810.0,9390000.0,Decentralized exchange
WOM,1793.0,0.016267,-0.99,3140000.0,99960.0,193000000.0,—
NRG,1794.0,0.029829,0.09,3140000.0,265560.0,105200000.0,"Smart contract platforms, Analytics, Marketplace"
TBULL,1795.0,0.0031169,-3.42,3120000.0,407170.0,1000000000.0,Memes
LMCSWAP,1796.0,0.0026519,-3.12,3120000.0,209080.0,1180000000.0,—
DOP,1797.0,0.00035523,-11.19,3100000.0,999030.0,8730000000.0,—
BDP,1798.0,0.059319,-0.01,3100000.0,76990.0,52280000.0,"Data management & AI, Web3, Made in America"
WLTH,1799.0,0.0054199,0.76,3090000.0,58770.0,570920000.0,Fundraising
SLN,1800.0,0.0918,-2.81,3120000.0,309110.0,33970000.0,Gaming
VGX,1801.0,0.0065934,0.7,3090000.0,449150.0,468200000.0,"Asset management, Payments"
ANDY,1802.0,3e-08,12.98,3110000.0,2180000.0,100000000000000.0,Memes
MOEW,1803.0,0.00049529,0.47,3070000.0,2280000.0,6200000000.0,Memes
DFC,1804.0,0.11595,-0.49,3080000.0,103220.0,26560000.0,"Loyalty & Rewards, DAO"
WAFFLES,1805.0,0.0034199,-5.77,3060000.0,237300.0,894470000.0,Memes
LBK,1806.0,0.013769,-0.96,3060000.0,2220000.0,222470000.0,—
MAXETH,1807.0,3.06e-06,-3.75,3060000.0,384780.0,1000000000000.0,Memes
VNTR,1808.0,0.0076098,-1.4,3040000.0,38430.0,400000000.0,—
WHALE,1809.0,0.30459,-0.01,3050000.0,3510.0,10000000.0,"NFTs & Collectibles, Social, media & Content, DAO"
LLD,1810.0,3.7959,-4.56,3040000.0,18190.0,800000.0,—
RWA,1811.0,0.016605,-4.79,3020000.0,564130.0,181870000.0,—
CHO,1812.0,0.0070299,-7.18,3030000.0,1420000.0,430740000.0,"NFTs & Collectibles, DAO"
KCT,1813.0,0.00042199,21.64,3020000.0,108550.0,7170000000.0,—
ZED,1814.0,0.010175,0.43,3020000.0,4760.0,296980000.0,—
TOM,1815.0,0.00030199,7.49,3020000.0,487.0,10000000000.0,Memes
JOY,1816.0,0.0028149,2.38,2990000.0,29450.0,1060000000.0,"Social, media & Content"
XNA,1817.0,0.00030459,-4.26,3010000.0,106510.0,9870000000.0,"Internet of things, Layer 1"
XAR,1818.0,0.0078898,1.3,3000000.0,107510.0,380690000.0,—
SMURFCAT,1819.0,3.194e-05,-5.04,3000000.0,64590.0,93810000000.0,Memes
DOMI,1820.0,0.0066899,3.58,2990000.0,21410.0,447410000.0,Gaming
CPH,1821.0,0.0078148,10.0,2990000.0,1590.0,382950000.0,Enterprise solutions
BILLY,1822.0,0.0031784,-5.85,2980000.0,4099999.9999999995,936140000.0,Memes
RIZO,1823.0,7.07e-06,-5.08,2950000.0,844020.0,416870000000.0,Memes
AVC,1824.0,0.0030949,-0.62,2940000.0,443970.0,950000000.0,Gaming
SPORE,1825.0,0.0029499,-5.67,2950000.0,2049999.9999999998,1000000000.0,—
LKI,1826.0,0.0069069,-1.29,2960000.0,359470.0,428230000.0,—
ELU,1827.0,0.0037599,0.33,2960000.0,492820.0,786520000.0,"Gaming, NFTs & Collectibles"
KILT,1828.0,0.059699,0.19,2950000.0,135380.0,49420000.0,"Identity, Web3"
G3,1829.0,0.0092598,0.29,2960000.0,388960.0,319490000.0,"Gaming, Data management & AI, Web3"
KEX,1830.0,0.01405,0.16,2890000.0,12910.0,205570000.0,—
FROG,1831.0,0.00058449,-1.81,2920000.0,66170.0,5000000000.0,Memes
RFD,1832.0,2.92e-06,-1.13,2920000.0,167200.0,1000000000000.0,Memes
POR,1833.0,0.82068,-2.71,2940000.0,77510.0,3580000.0,"Sports, Fan Tokens"
BOND,1834.0,0.36403,-8.02,2880000.0,4750000.0,7910000.0,"Derivatives, DeFi, DAO"
BENDOG,1835.0,0.0028744,2.68,2870000.0,819760.0,999780000.0,"Memes, Gaming"
SCIHUB,1836.0,0.0028869,-1.33,2890000.0,1170000.0,999990000.0,Memes
ETHS,1837.0,0.133,7.06,2790000.0,13720.0,21000000.0,—
KASPY,1838.0,8.71e-06,-0.27,2900000.0,60270.0,333330000000.0,Memes
TURBOS,1839.0,0.0015143,4.26,2820000.0,201710.0,1860000000.0,Decentralized exchange
ELF,1840.0,0.0067639,0.18,2830000.0,39910.0,418080000.0,—
NYAN,1841.0,0.027849,-1.46,2810000.0,1530000.0,101050000.0,Gaming
MMY,1842.0,2.6643,13.38,2820000.0,6190.0,1060000.0,Decentralized exchange
KLIMA,1843.0,0.35199,-1.66,2810000.0,83590.0,8000000.0,—
TAPS,1844.0,0.0056999,1.78,2790000.0,168730.0,490000000.0,—
PERC,1845.0,0.086698,-2.02,2790000.0,15690.0,32200000.000000004,—
WEFI,1846.0,0.065699,0.13,2750000.0,18330.0,41880000.0,—
EFFECT,1847.0,0.0085898,3.14,2760000.0,124130.0,320950000.0,Data management & AI
BROCK,1848.0,0.028939,-6.6,2730000.0,558310.0,94320000.0,—
NMKR,1849.0,0.001089,-10.18,2740000.0,79260.0,2510000000.0,—
AREA,1850.0,0.023025,0.41,2740000.0,173950.0,118960000.0,"Web3, Layer 1"
APX,1851.0,4.198e-05,1.2,2730000.0,55000.0,65000000000.0,"Memes, Data management & AI"
AA,1852.0,0.01155,-18.64,2770000.0,2480000.0,239600000.0,—
DIN,1853.0,0.2085,1.16,2720000.0,7140000.0,13030000.0,—
CTRL,1854.0,0.01329,5.92,2710000.0,4830000.0,203930000.0,Payments
HEU,1855.0,0.02451,-2.68,2710000.0,76150.0,110490000.0,—
SOVRN,1856.0,0.015566,-5.43,2710000.0,233030.0,173940000.0,"Gaming, DAO"
NCDT,1857.0,0.053899,-1.26,2690000.0,167760.0,50000000.0,"Distributed computing & Storage, Data management & AI, DePIN"
DOME,1858.0,0.0001414,-4.97,2690000.0,282710.0,19000000000.0,Metaverse
SNS,1859.0,0.0058699,-11.8,2680000.0,212240.0,456250000.0,Data management & AI
WITCH,1860.0,0.097198,7.13,2650000.0,1080000.0,27300000.0,—
XED,1861.0,0.026799,-4.98,2680000.0,192240.0,100000000.0,"Gaming, NFTs & Collectibles, Metaverse, Gambling, Web3, DAO"
TALK,1862.0,0.0121,3.1,2670000.0,196560.0,220340000.0,—
SAFEMARS,1863.0,1e-08,-3.28,2650000.0,727.0,393260000000000.0,Memes
XTAG,1864.0,0.040079,-9.22,2650000.0,45780.0,66170000.0,—
SGT,1865.0,0.26304,-1.55,2640000.0,270200.0,10050000.0,—
ORT,1866.0,0.0032394,-5.59,2620000.0,437980.0,807930000.0,—
RITE,1867.0,0.0090038,-5.84,2630000.0,226070.0,292140000.0,"NFTs & Collectibles, Marketplace"
XR,1868.0,0.1024,-2.67,2640000.0,4240000.0,25820000.0,Fundraising
BUTTCOIN,1869.0,0.0025969,-25.96,2590000.0,687520.0,999150000.0,—
RIF,1870.0,0.0026049,-14.22,2600000.0,1100000.0,999640000.0,—
W3S,1871.0,0.9969,-1.5,2620000.0,76530.0,2630000.0,—
GBTC,1872.0,0.1258,-3.94,2620000.0,43150.0,20810000.0,—
CAD,1873.0,0.026059,-2.78,2610000.0,314050.0,100000000.0,—
RIZ,1874.0,0.002283,-1.5,2630000.0,2200000.0,1150000000.0,—
WEST,1876.0,0.011544,-3.93,2600000.0,1000.0,225000000.0,Enterprise solutions
SOLAMA,1877.0,0.0039699,5.6,2600000.0,27220.0,653870000.0,"Memes, Gambling"
UNFI,1878.0,0.27139,-4.01,2590000.0,1150000.0,9550000.0,"Interoperability, DeFi"
SAI,1879.0,0.023225,2.04,2600000.0,467410.0,111820000.0,Data management & AI
LAOS,1880.0,0.025389,-0.96,2590000.0,289.0,101880000.0,—
REALIS,1881.0,0.0025399,-15.6,2540000.0,568580.0,999990000.0,Gaming
SCPT,1882.0,0.0037849,3.83,2580000.0,207380.0,680810000.0,Layer 1
BEER,1883.0,4.7e-06,-2.26,2580000.0,1300000.0,549760000000.0,—
X,1884.0,0.01019,0.61,2590000.0,761850.0,254000000.0,—
BRN,1885.0,0.0972,-2.87,2570000.0,363190.0,26470000.0,"Gaming, Metaverse, Web3"
DYNA,1886.0,0.085398,-5.2,2540000.0,161230.0,29780000.0,—
BITCI,1887.0,0.00032639,12.46,2520000.0,97960.0,7710000000.0,Enterprise solutions
NUTS,1888.0,0.0024295,-1.14,2560000.0,81250.0,1060000000.0,—
PENG,1889.0,0.025389,-2.03,2540000.0,364770.0,100000000.0,Memes
GNUS,1890.0,3.0988,9.71,2560000.0,52170.0,825140.0,"Data management & AI, DePIN"
BALL,1891.0,0.0050009,0.0,2550000.0,60180.0,510000000.0,—
UCO,1892.0,0.0058699,-4.69,2440000.0,8620.0,414860000.0,—
KHAI,1893.0,0.047099,-7.25,2540000.0,320420.0,54000000.0,Memes
BEPRO,1894.0,0.00025389,-4.44,2540000.0,163600.0,10000000000.0,"Distributed computing & Storage, Data management & AI, Enterprise solutions, Web3, DePIN"
SLAP,1895.0,0.00057999,-4.74,2540000.0,185280.0,4370000000.0,Memes
3ULL,1896.0,0.00053739,5.06,2540000.0,638840.0,4720000000.0,Gaming
FAFO,1897.0,0.0024,-19.17,2400000.0,1910000.0,999990000.0,—
OOE,1898.0,0.0049919,4.9,2520000.0,142470.0,504530000.0,"Centralized-exchange, Decentralized exchange, Derivatives"
LUX,1899.0,0.002496,-7.15,2500000.0,232600.0,1000000000.0,—
PZP,1900.0,0.029729,13.69,2510000.0,290100.0,84500000.0,Gaming
A,1901.0,0.0025,1.07,2500000.0,146400.0,999990000.0,—
CHAT,1902.0,0.31599,3.63,2540000.0,62710.0,8039999.999999999,"Social, media & Content"
SWAN,1903.0,0.026179,-1.41,2570000.0,122340.0,98000000.0,—
5IRE,1904.0,0.002062,62.74,2380000.0,2000000.0,1160000000.0,—
MSN,1905.0,0.064719,0.52,2470000.0,2770000.0,38200000.0,"Distributed computing & Storage, DePIN"
WSDM,1906.0,0.0066879,0.17,2480000.0,118620.0,370520000.0,Data management & AI
M,1907.0,0.0038159,3.18,2480000.0,384640.0,649000000.0,Memes
GARI,1908.0,0.0044405,-3.28,2490000.0,121690.0,561540000.0,"NFTs & Collectibles, Web3"
AGC,1909.0,0.055199,-11.24,2450000.0,29440.0,44370000.0,Data management & AI
RNT,1910.0,0.002446,-2.91,2450000.0,91500.0,999970000.0,Memes
RAKE,1911.0,3.491e-05,-5.65,2470000.0,66320.0,70880000000.0,Gaming
RBC,1912.0,0.014832,-2.79,2450000.0,119380.0,165280000.0,Decentralized exchange
TPRO,1913.0,0.00232,1.78,2440000.0,34430.0,1050000000.0,—
NEOX,1914.0,0.00032799,2.2,2380000.0,31560.0,7260000000.0,"Gaming, Layer 1"
F,1915.0,2.47e-05,-14.76,2470000.0,5650000.0,100000000000.0,—
DEEPSEEK,1916.0,0.0031139,-2.03,2460000.0,379590.0,790000000.0,—
UNICE,1917.0,0.0089253,8.39,2430000.0,94810.0,271870000.0,Health
ZCN,1918.0,0.02103,-8.51,2420000.0,796.0,115000000.0,"Distributed computing & Storage, Internet of things, Data management & AI, DePIN"
SLC,1919.0,0.0001838,13.91,2400000.0,438040.0,13080000000.0,"Data management & AI, DePIN"
HEHE,1920.0,0.0028484,-0.32,2390000.0,87450.0,840610000.0,Memes
SILLY,1921.0,0.002425,-2.6,2420000.0,2810000.0,999980000.0,—
WVTRS,1922.0,0.01147,3.63,2410000.0,34570.0,210390000.0,—
XPX,1923.0,0.00031869,-2.64,2390000.0,50800.0,7490000000.0,"Distributed computing & Storage, Enterprise solutions, DePIN"
SERO,1924.0,0.0055549,-1.89,2390000.0,93000.0,430660000.0,Privacy
FAN,1925.0,0.001222,0.35,2390000.0,73710.0,1960000000.0,—
FLORK,1926.0,0.0025434,-5.42,2390000.0,1960000.0,938720000.0,Memes
FRA,1927.0,0.0002094,-9.33,2390000.0,1170.0,11410000000.0,"Privacy, Smart contract platforms, Developments tools"
MARSH,1928.0,0.037219,-0.2,2390000.0,468370.0,64080000.0,Data management & AI
GMCOIN,1929.0,0.057799,2.14,2380000.0,9780.0,41180000.0,—
BOBER,1930.0,0.00033918,-4.13,2360000.0,28950.0,6970000000.0,Memes
TERMINUS,1931.0,0.02328,-11.36,2330000.0,999110.0,100000000.0,Memes
GO,1932.0,0.0009061,-50.0,1180000.0,861.0,1300000000.0,"Smart contract platforms, Enterprise solutions"
SC,1933.0,0.00238,0.87,2360000.0,593220.0,989900000.0,Memes
MUSIC,1934.0,0.002361,-31.91,2360000.0,36370.0,997590000.0,Data management & AI
SEAL,1935.0,0.1108,-2.45,2330000.0,862020.0,21000000.0,—
PRE,1936.0,0.0058479,1.74,2320000.0,27380.0,396580000.0,"Distributed computing & Storage, Data management & AI, Web3"
INSP,1937.0,0.0057569,-0.59,2330000.0,81300.0,405290000.0,"Social, media & Content, Web3"
VPAD,1938.0,0.0053164,3.12,2330000.0,93050.0,439090000.0,Fundraising
S,1939.0,0.031834,-54.68,2280000.0,7610000.0,71590000.0,—
DESCI,1940.0,0.0022915,0.17,2290000.0,823560.0,1000000000.0,—
OPCAT,1941.0,0.1103,9.1,2320000.0,8150.0,21000000.0,—
QGOV,1942.0,0.01299,0.25,2310000.0,102.0,178090000.0,Layer 1
LUFFY,1943.0,4.118e-05,-8.0,2310000.0,71360.0,56050000000.0,Memes
FAKEAI,1944.0,0.002417,4.43,2310000.0,13110.0,954910000.0,Data management & AI
SKOP,1945.0,0.01547,-13.38,2320000.0,173300.0,150000000.0,Memes
KIP,1946.0,0.001846,-28.17,2290000.0,2049999.9999999998,1240000000.0,—
WRT,1947.0,0.030093,21.01,2280000.0,198.0,75770000.0,—
MAHA,1948.0,0.51769,0.78,2270000.0,201510.0,4390000.0,—
HNB,1949.0,0.0028919,-11.11,2270000.0,48680.0,784300000.0,—
CVP,1950.0,0.050899,-1.02,2240000.0,350330.0,43950000.0,"Asset management, DeFi, DAO"
IPOR,1951.0,0.079198,-0.98,2250000.0,12110.0,28370000.0,—
MEE,1952.0,0.0040179,-2.64,2250000.0,171770.0,559410000.0,Gaming
XLS,1953.0,0.0112,4.05,2240000.0,22230.0,200000000.0,—
KOI,1954.0,0.0044699,1.89,2230000.0,1590.0,500000000.0,Decentralized exchange
MINT,1955.0,2.12e-06,6.3,2210000.0,75310.0,1040000000000.0,"Social, media & Content"
MDAO,1956.0,0.031254,2.29,2210000.0,37610.0,70600000.0,—
MONG,1957.0,0.0,27.57,2200000.0,1300000.0,581200000000000.0,Memes
RING,1958.0,0.001301,1.98,2200000.0,57470.0,1690000000.0,"Smart contract platforms, Interoperability, Metaverse"
BRAINLET,1959.0,0.002309,-5.57,2200000.0,495860.0,952910000.0,Memes
RPLS,1960.0,0.02475,33.67,2480000.0,100750.0,100000000.0,—
LOULOU,1961.0,0.002198,-4.58,2200000.0,206940.0,1000000000.0,Memes
ZKF,1962.0,0.00022768,8.27,2280000.0,1120000.0,10000000000.0,—
APRS,1963.0,0.02159,-1.84,2190000.0,542290.0,101510000.0,"Gaming, Data management & AI"
MUSIC,1964.0,0.015179,-0.3,2200000.0,2830000.0,145020000.0,"Social, media & Content, Made in America"
POOH,1965.0,1e-08,-4.06,2180000.0,671140.0,420690000000000.0,Memes
SKR,1966.0,0.0034599,-0.27,2180000.0,100780.0,629040000.0,—
HGG,1967.0,0.001819,-3.65,2180000.0,12310000.0,1200000000.0,—
CRU,1968.0,0.15435,-3.27,2180000.0,485950.0,14140000.0,"Distributed computing & Storage, Web3, DePIN"
LKY,1969.0,0.18,-2.68,2170000.0,170680.0,12070000.0,—
RAI,1970.0,2.394,-7.15,2170000.0,13680.0,907110.0,"Asset-backed Tokens, DeFi"
BULLY,1971.0,0.0022155,1.13,2130000.0,1580000.0,960550000.0,"Memes, Data management & AI"
MINTME,1972.0,0.0039992,0.0,2170000.0,127.0,542730000.0,Memes
LUMI,1973.0,0.002189,4.49,2170000.0,67140.0,990130000.0,—
ORC,1974.0,0.0032289,4.86,2160000.0,9350.0,670150000.0,"Interoperability, Scaling"
WOLF,1975.0,3.92e-06,-1.52,2150000.0,122020.0,550000000000.0,Memes
SNIFT,1976.0,0.015565,-2.35,2160000.0,758890.0,138620000.0,"Gaming, Data management & AI, Metaverse"
TD,1977.0,2.16e-06,-11.26,2150000.0,55530.0,1000000000000.0,Memes
TARDI,1978.0,0.002152,10.33,2150000.0,129639.99999999999,1000000000.0,Memes
OPTI,1979.0,0.02222,-5.22,2110000.0,2029.9999999999998,95030000.0,"Memes, Cryptocurrencies, Data management & AI"
XB,1980.0,0.205,-2.91,2150000.0,311020.0,10500000.0,—
OBI,1981.0,0.0025604,-2.25,2150000.0,143190.0,839170000.0,"Gaming, Data management & AI"
HARAMBEAI,1982.0,0.0091198,-2.65,2140000.0,57210.0,234600000.0,—
SABAI,1983.0,0.0042019,-4.7,2130000.0,155840.0,506900000.0,—
VERSE,1984.0,8.18e-05,2.52,2130000.0,77150.0,26000000000.0,—
AIN,1985.0,0.0078868,0.6,2120000.0,130840.0,269430000.0,Data management & AI
POWER,1986.0,0.046049,-1.79,2130000.0,114460.0,46200000.0,—
ML,1987.0,0.033329,-3.3,2140000.0,280940.0,64200000.0,—
CTG,1988.0,0.212,-1.89,2120000.0,91540.0,10000000.0,—
RDT,1989.0,0.0066794,3.35,2100000.0,111030.0,314750000.0,Gambling
UNIT0,1990.0,0.41059,1.97,2089999.9999999998,612250.0,5100000.0,—
URO,1991.0,0.0021003,-7.41,2100000.0,3200000.0,999670000.0,—
