Name,Rank,Price,24h Change,Market Cap,Volume,Circ_Supply,Category
KINIC,2024.0,0.18514450000000002,8.77,1.96,110.39,2.87,—
LBC,2025.0,0.0029959,14.03,1.96,1.79,654.24,"Data management & AI, Social, media & Content, Marketplace"
LAMB,2026.0,0.001193,0.03,1.96,438.92500000000007,1.65,"Distributed computing & Storage, Data management & AI, DePIN"
NIGHT,2027.0,0.00065999,1.56,1.98,54.74,3.0,Gaming
TROG,2028.0,0.011323,3.24,1.94,155.07,420.69,Memes
TABOO,2029.0,0.0001989,1.51,1.95,438.92500000000007,9.78,"Social, media & Content"
STORM,2030.0,0.016721,2.7,1.94,438.92500000000007,116.32,—
NEI,2031.0,0.0070019,21.06,1.92,1.76,274.73,Data management & AI
GCOTI,2032.0,0.01952,0.68,1.94,317.0,99.4,—
LOU,2033.0,0.0019313,14.6,1.93,2.3,734.485,Memes
MARS,2034.0,0.011323,0.2,1.92,1.65,420.69,—
EMC,2035.0,0.0093998,5.64,1.92,43.56,204.49,"Distributed computing & Storage, Data management & AI, DePIN"
SMH,2036.0,0.054999,14.85,1.92,1.31,34.95,—
OTK,2037.0,0.0063319,2.43,1.92,11.79,303.14,Gaming
CBY,2038.0,0.181,2.14,1.9,100.49,10.52,—
REVV,2039.0,0.001565,6.15,1.86,438.92500000000007,1.19,"Gaming, NFTs & Collectibles"
SEAT,2040.0,0.00037999,0.02,1.9,53.56,5.0,—
DOGA,2041.0,0.002402,4.09,1.9,59.7,734.485,"Gaming, NFTs & Collectibles, Metaverse"
BTCV,2042.0,0.18514450000000002,3.86,1.9,55.31,2.1,—
BRICK,2043.0,0.01692,0.77,1.88,9.78,111.23,"Social, media & Content"
BERRY,2044.0,0.0001946,8.74,1.91,438.92500000000007,9.79,—
SENATE,2045.0,0.01556,1.59,1.88,4.67,120.91,"Gaming, Data management & AI, NFTs & Collectibles, Metaverse, DAO"
CHONKY,2046.0,0.011323,2.34,1.87,21.32,500.0,Memes
UX,2047.0,0.00047349,6.67,1.89,71.02,3.98,—
MEMESAI,2048.0,0.001862,20.32,1.86,438.92500000000007,734.485,Memes
RECORD,2049.0,0.0037659,10.38,1.87,30.05,496.05,—
CHKN,2050.0,0.011323,0.02,1.87,42.34,64.24,Memes
BSCPAD,2051.0,0.02355,0.49,1.87,438.92500000000007,79.21,"Developments tools, Fundraising"
AVERY,2052.0,0.16937,42.62,1.86,1.71,11.0,—
JPEG,2053.0,0.011323,17.05,1.8,50.84,69.42,"NFTs & Collectibles, Lending & Borrowing, DAO"
SQR,2054.0,0.01027,4.89,1.87,87.25,182.0,Web3
TAP,2055.0,0.18514450000000002,4.53,1.86,63.41,2.0,—
DOGE,2056.0,0.18514450000000002,3.23,1.9,438.92500000000007,10.0,Memes
ALD,2057.0,0.026229,0.29,1.85,4.84,70.72,DAO
SFI,2058.0,0.18514450000000002,5.57,1.85,98.0,91.42,—
RWA,2059.0,0.0173,1.46,1.85,11.45,107.03,Smart contract platforms
SUDO,2060.0,0.073429,3.03,1.85,106.63,25.16,"Decentralized exchange, NFTs & Collectibles"
FMC,2061.0,0.00071089,4.04,1.85,178.96,2.6,Data management & AI
TOMA,2062.0,0.011323,1.46,1.85,438.92500000000007,734.485,"Gaming, Tap to earn"
NUUM,2063.0,0.01393,0.2,1.84,135.59,132.43,—
GOATS,2065.0,0.011323,0.75,1.83,1.85,19.08,"Gaming, Tap to earn"
XOXNO,2066.0,0.037816,2.88,1.82,1.24,48.26,—
DFL,2067.0,0.00025671,6.66,1.83,2.14,7.14,Gaming
P,2068.0,0.00059169,0.11,1.82,438.92500000000007,3.08,—
WOOF,2069.0,0.0001,4.45,1.8,6.79,18.0,"Gaming, NFTs & Collectibles"
HINT,2070.0,0.0039224,2.67,1.81,438.92500000000007,460.38,Data management & AI
LNDX,2071.0,0.18514450000000002,2.61,1.8,373.14,9.73,—
BLS,2072.0,0.034399,0.27,1.8,5.44,52.42,Gaming
BODEN,2073.0,0.0025965,5.63,1.79,438.92500000000007,690.33,Memes
FU,2074.0,0.011323,0.31,1.8,54.82,194.53,Memes
STRM,2075.0,0.0011924,0.22,1.78,49.33,1.49,"NFTs & Collectibles, Social, media & Content"
FOUR,2076.0,0.00044399,4.89,1.78,2.63,4.0,Memes
FUTURE,2077.0,0.073924,2.02,1.77,3.0,24.0,—
TALENT,2078.0,0.01511,0.99,1.77,344.38,117.04,Jobs
NEST,2079.0,0.00060199,2.39,1.75,438.92500000000007,2.91,"Oracles, DeFi"
DEB,2080.0,0.0031159,5.95,1.76,60.0,564.0,—
SUNCAT,2081.0,0.0017506,6.08,1.75,1.94,1.0,Memes
PMG,2082.0,0.0121,0.8,1.77,34.18,146.33,"Gaming, Web3"
BABYNEIRO,2083.0,0.011323,1.4,1.75,219.93,734.485,Memes
WATER,2084.0,0.00084218,18.95,1.74,67.79,2.07,—
HOTKEY,2085.0,0.01897,23.56,1.74,2.37,91.58,"Decentralized exchange, Data management & AI"
SKYA,2086.0,0.0045749,3.06,1.74,48.56,380.85,Gaming
TAONU,2087.0,0.001879,3.17,1.74,38.74,734.485,Memes
MTA,2088.0,0.030079,1.25,1.76,199.0,58.43,DAO
SDM,2089.0,0.014819,1.97,1.73,1.55,116.94,"Distributed computing & Storage, Cybersecurity, DePIN"
BABYBONK,2090.0,0.011323,3.52,1.74,416.18,734.485,Memes
PRISMA,2091.0,0.036359,1.25,1.73,69.0,47.56,"Lending & Borrowing, DAO"
XNET,2092.0,0.026799,0.0,1.72,122.65,64.12,DePIN
4EVER,2093.0,0.002148,1.01,1.72,339.17,734.485,—
PLYR,2094.0,0.01976,8.0,1.7,17.26,86.09,—
SPACE,2095.0,0.18514450000000002,10.24,1.71,148.98,5.83,—
LUM,2096.0,0.18514450000000002,0.91,1.71,370.29,1.0,"Memes, Data management & AI"
GHUB,2097.0,0.0231,4.33,1.7,78.02,73.74,—
GG,2098.0,0.01057,7.84,1.71,23.87,162.24,Gaming
XELS,2099.0,0.081002,0.31,1.7,260.35,21.0,—
ANC,2100.0,0.0049139,0.47,1.72,53.75,350.38,—
EURR,2101.0,0.18514450000000002,1.53,1.7,80.19,1.57,"Stablecoins, Asset-backed Stablecoins"
BUBBLE,2102.0,0.00093098,1.55,1.69,438.92500000000007,1.82,"Gaming, NFTs & Collectibles"
A1X,2103.0,0.0034408,0.32,1.69,38.75,490.0,Gaming
BIT,2104.0,0.011323,0.07,1.68,3.21,290.79,Centralized-exchange
SERSH,2105.0,0.056709,4.83,1.68,1.05,29.56,—
EQ,2106.0,0.0206,6.76,1.71,30.0,83.0,"Gaming, NFTs & Collectibles, Metaverse"
ASI,2107.0,0.01674,5.38,1.67,125.9,100.0,—
LFT,2108.0,0.01392,0.9,1.67,86.51,120.0,—
RJV,2109.0,0.0062749,2.99,1.68,438.92500000000007,267.15,—
EYWA,2110.0,0.026144,0.17,1.67,438.92500000000007,63.8,Decentralized exchange
PIP,2111.0,0.0063099,7.98,1.66,185.69,263.53,Payments
INTOS,2112.0,0.00052899,0.54,1.65,87.33,3.13,Data management & AI
BUY,2113.0,0.0049999,47.82,1.66,85.52,331.79,—
COSMIC,2115.0,0.01612,4.21,1.61,10.31,100.0,—
MAX,2116.0,0.18514450000000002,1.73,1.66,24.45,4.98,Centralized-exchange
WALV,2117.0,0.0051349,0.12,1.64,373.74,320.0,—
GRIN,2118.0,0.01684,0.8,1.65,5.77,98.21,"Privacy, Cryptocurrencies"
EURQ,2119.0,0.18514450000000002,0.05,1.61,29.56,1.5,Stablecoins
ITGR,2120.0,0.0075398,0.55,1.64,64.97,218.0,Decentralized exchange
LCRO,2121.0,0.103,12.2,1.64,77.18,15.89,—
STIX,2122.0,0.000163,4.02,1.63,14.07,10.0,—
CYBRO,2123.0,0.01242,3.47,1.64,337.99,132.17,—
HADES,2124.0,0.01619,0.53,1.62,304.0,100.0,"NFTs & Collectibles, Marketplace"
RTF,2125.0,0.01387,0.48,1.62,179.54,116.56,—
KRO,2126.0,0.01408,3.21,1.61,438.92500000000007,114.64,"Scaling, Web3"
SMR,2127.0,0.0011044,0.26,1.6,1.76,1.45,—
BTCS,2128.0,0.074999,3.9,1.57,116.63,21.0,—
DICE,2129.0,0.0039799,1.0,1.6,8.62,402.36,—
HUND,2130.0,0.0039544,2.2,1.56,438.92500000000007,395.59,"Memes, Gaming"
BNBXBT,2131.0,0.0015925,23.68,1.59,3.41,1.0,—
ORNJ,2132.0,0.018075,7.24,1.59,438.92500000000007,87.85,—
PIG,2134.0,0.011323,4.2,1.59,3.26,2.87,Memes
RWN,2135.0,0.0082798,0.22,1.61,41.14,195.0,Energy
MTV,2136.0,0.00043989,0.58,1.58,233.95,3.59,Layer 1
WHALES,2137.0,0.061299,4.23,1.6,2.66,26.03,—
EPX,2138.0,0.011323,7.28,1.55,313.93,77.7,"Decentralized exchange, DeFi"
SYL,2139.0,0.0002037,6.95,1.59,141.27,7.78,Smart contract platforms
SEIYAN,2140.0,0.002491,2.2,1.6,135.01,640.36,—
MSTAR,2141.0,0.01136,6.19,1.58,112.37,139.0,—
SSWP,2142.0,0.0001787,2.02,1.58,253.45,8.84,Decentralized exchange
SOMM,2143.0,0.0050299,0.77,1.58,274.84,313.74,—
PIXFI,2144.0,0.00083258,1.81,1.57,4.12,1.89,"Gaming, Tap to earn"
GUMMY,2145.0,0.001564,1.09,1.56,438.92500000000007,1.0,Memes
GAU,2146.0,0.0062299,0.18,1.56,110.19,251.2,Gaming
PACE,2147.0,0.02325,4.05,1.68,1.34,72.17,—
ARCA,2148.0,0.02449,3.64,1.57,195.53,64.15,Gaming
COVAL,2149.0,0.00085998,3.63,1.53,8.5,1.78,"Asset management, DeFi"
1CAT,2150.0,0.00030879,0.69,1.54,438.92500000000007,5.0,"Memes, Gaming, NFTs & Collectibles, Metaverse"
F3,2151.0,0.0041899,1.47,1.54,10.31,368.25,"Social, media & Content"
RST,2152.0,0.0027199,0.71,1.54,12.66,565.0,"Gaming, NFTs & Collectibles"
LAVA,2153.0,0.0062699,2.98,1.54,52.0,245.9,Gaming
LESTER,2154.0,0.00189,5.88,1.55,2.01,734.485,Memes
MATES,2155.0,0.00070999,13.99,1.54,438.92500000000007,2.16,Data management & AI
PART,2156.0,0.1039,2.42,1.53,3.94,14.74,"Privacy, E-commerce, Marketplace"
DECENTRALIZED,2157.0,0.011323,5.65,1.53,28.66,21.0,—
PGPT,2158.0,0.045529,7.43,1.52,177.19,33.33,—
VDA,2159.0,0.0064549,1.14,1.52,6.17,235.17,"Distributed computing & Storage, Data management & AI"
MBP,2160.0,0.075538,2.34,1.51,2.68,20.0,—
ALPHA,2161.0,0.00149,12.9,1.49,438.92500000000007,1.0,Memes
USDQ,2162.0,0.18514450000000002,0.05,1.5,100.41,1.5,Stablecoins
WX,2163.0,0.02433,5.88,1.5,37.06,61.56,—
YULI,2164.0,0.0020735,21.53,1.49,174.11,720.0,"Gaming, Social, media & Content"
DARK,2165.0,0.0087298,8.87,1.51,390.73,173.11,"Gaming, Metaverse"
DSRUN,2166.0,0.0062699,6.26,1.48,19.71,235.53,Gaming
SRK,2167.0,0.00011936,2.73,1.48,6.67,12.37,—
UNM,2168.0,0.1333,6.37,1.47,205.0,11.06,—
MDOGS,2169.0,0.011323,2.58,1.47,360.54,734.485,"Gaming, Tap to earn"
GLUTEU,2170.0,0.001469,21.63,1.47,107.22,1.0,Data management & AI
XTM,2171.0,0.0075878,0.07,1.47,136.99,194.1,"NFTs & Collectibles, Social, media & Content, Metaverse, Web3"
GAINS,2172.0,0.037869,1.96,1.47,58.29,38.69,—
AMAZINGTEAM,2173.0,0.18514450000000002,0.0,1.46,8.0,1.5,—
TEMA,2174.0,0.00146,1.99,1.46,438.92500000000007,1.0,Memes
SOPH,2176.0,0.0047599,1.22,1.45,5.41,303.86,"Gaming, NFTs & Collectibles"
SPH,2177.0,0.00072919,1.61,1.45,426.0,1.98,"NFTs & Collectibles, Metaverse"
STBOT,2178.0,0.001445,4.98,1.44,1.2,734.485,—
AGENT,2179.0,0.0088433,1.34,1.44,1.99,163.0,Data management & AI
PNIC,2180.0,0.0055679,8.07,1.42,61.35,254.37,—
GXE,2181.0,0.001879,10.93,1.39,49.91,734.485,—
DYP,2182.0,0.010465,1.92,1.43,143.36,137.05,"Gaming, NFTs & Collectibles, Metaverse"
LLM,2183.0,0.001504,5.79,1.5,2.12,1.0,Memes
XI,2184.0,0.0033969,1.74,1.43,438.92500000000007,421.0,—
NOMNOM,2186.0,0.001471,5.88,1.42,201.03,734.485,Memes
HZM,2187.0,0.00045134,0.01,1.41,250.0,3.13,—
ZKB,2188.0,0.0071019,23.52,1.4,1.49,197.44,"Decentralized exchange, Scaling, DeFi"
XNK,2190.0,0.18514450000000002,0.02,1.41,32.26,482.0,—
STORE,2191.0,0.0057069,3.0,1.42,98.65,248.0,—
WIT,2192.0,0.001729,9.22,1.39,2.48,734.485,"Oracles, Interoperability, Web3, Layer 1"
CEC,2193.0,0.014229,24.23,1.42,1.81,100.0,Gaming
WSI,2194.0,0.002357,2.94,1.45,1.45,615.93,"Privacy, Distributed computing & Storage, DePIN"
SUGAR,2195.0,0.001409,0.75,1.38,20.93,734.485,—
RING,2196.0,0.01367,2.2,1.37,1.74,100.0,Data management & AI
KOM,2197.0,0.00082131,0.46,1.36,72.84,1.66,—
LL,2198.0,0.01675,0.63,1.37,110.47,81.67,"Scaling, DAO"
GHOAD,2199.0,0.00034299,1.42,1.37,89.88,4.0,—
FSN,2200.0,0.0178,7.06,1.38,69.95,77.67,"Payments, DeFi"
BBB,2201.0,0.031799,2.68,1.37,292.0,42.93,—
BAKED,2202.0,0.0013632,0.75,1.36,20.57,1.0,Memes
BIDZ,2203.0,0.0015973,0.0,1.36,5.32,734.485,—
MIR,2204.0,0.01716,2.59,1.33,74.38,77.74,Derivatives
HOTCROSS,2205.0,0.011919,1.19,1.36,276.28,113.75,—
WBC,2206.0,0.0076298,2.04,1.35,438.92500000000007,177.51,—
LSS,2207.0,0.024,0.61,1.33,192.32,55.57,"Data management & AI, Cybersecurity"
HST,2208.0,0.0096468,5.61,1.33,4.07,138.3,—
D,2209.0,0.001332,1.64,1.33,438.92500000000007,1.0,Memes
ROOBEE,2210.0,0.00032599,1.16,1.34,90.9,4.1,Data management & AI
DORKY,2211.0,0.0197,8.27,1.37,68.12,69.42,Memes
SHY,2212.0,0.0026349,2.51,1.32,173.43,500.0,—
VSYS,2213.0,0.00039289,2.22,1.32,438.92500000000007,3.35,Smart contract platforms
TST,2214.0,0.0033489,11.89,1.34,438.92500000000007,400.0,—
NOM,2215.0,0.0096398,6.9,1.3,40.5,134.63,"Decentralized exchange, Interoperability"
GAME,2216.0,0.01855,3.02,1.32,73.02,70.98,"Gaming, Metaverse"
SAVM,2217.0,0.18514450000000002,2.25,1.31,67.26,7.0,Scaling
UBXS,2218.0,0.0227,4.2,1.3,161.58,57.16,"NFTs & Collectibles, Metaverse, Real estate"
GORA,2219.0,0.052099,13.0,1.32,9.25,25.3,—
LIS,2220.0,0.00061169,0.35,1.3,105.76,2.13,—
UFI,2221.0,0.02225,8.31,1.3,79.0,58.42,"Privacy, Oracles, Data management & AI, Identity, Analytics, Cybersecurity"
XODEX,2222.0,0.0001908,2.94,1.3,177.45,6.8,Layer 1
PANDA,2223.0,0.00193,4.75,1.28,59.81,661.93,—
AMB,2224.0,0.00023535,7.39,1.3,438.92500000000007,5.52,"Payments, DeFi, Layer 1"
SIN,2225.0,0.001687,0.51,1.29,78.18,734.485,"Gaming, Metaverse"
SAINT,2226.0,0.00129,9.14,1.29,8.9,734.485,—
MNRY,2227.0,0.02025,5.97,1.29,1.08,63.56,Gaming
HEMULE,2228.0,0.00131,4.83,1.28,253.21,734.485,Memes
AKRO,2229.0,0.00028724,0.79,1.27,274.34,4.44,"Lending & Borrowing, DeFi, DAO"
OCB,2230.0,0.000239,6.72,1.27,6.05,5.31,—
MIND,2231.0,0.0009335,10.15,1.28,10.69,1.37,"Smart contract platforms, Data management & AI, Enterprise solutions, Metaverse, Web3"
MNTL,2232.0,0.00063399,3.28,1.27,97.82,2.0,—
DIS,2233.0,0.0103698,21.03,1.27,117.77,122.7,Memes
HAMMY,2234.0,0.001348,1.15,1.27,35.22,734.485,Memes
MLT,2235.0,0.01016,2.01,1.26,177.26,124.42,"Social, media & Content, Metaverse"
AI,2236.0,0.011323,6.82,1.26,128.0,420.69,"Memes, Interoperability"
EXPERT,2237.0,0.0014815,0.09,1.26,438.92500000000007,734.485,—
RIB,2238.0,0.0062139,1.16,1.26,1.8,202.23,Real estate
HLG,2239.0,0.00083398,29.13,1.25,158.45,1.5,Interoperability
TUP,2240.0,0.0119,1.95,1.25,438.92500000000007,105.37,"Gaming, Web3"
GALAXIS,2241.0,0.00060559,13.65,1.24,438.92500000000007,2.05,"NFTs & Collectibles, Social, media & Content, Loyalty & Rewards"
UMB,2242.0,0.0042809,4.81,1.25,58.32,292.96,Oracles
PKF,2243.0,0.01092,1.6,1.25,2.22,114.69,Developments tools
PIZA,2244.0,0.059599,8.15,1.25,193.33,21.0,"Memes, NFTs & Collectibles"
PAY,2245.0,0.0060929,6.24,1.25,1.06,205.22,Cryptocurrencies
MNFT,2246.0,0.011323,0.08,1.25,19.94,142.66,—
TRUST,2247.0,0.001245,9.48,1.24,1.08,1.0,Memes
BRWL,2248.0,0.001258,0.21,1.26,281.83,1.0,—
UP,2249.0,0.01247,5.44,1.25,50.81,100.0,—
ELON,2250.0,0.0012385,3.03,1.24,15.14,734.485,—
JGN,2251.0,0.0082498,5.15,1.24,61.79,150.0,"NFTs & Collectibles, Metaverse"
AIAGENT,2252.0,0.0029104,8.16,1.24,285.03,425.36,—
LEO,2253.0,0.0001298,0.51,1.23,42.78,9.5,—
IVFUN,2254.0,0.001311,31.35,1.23,273.89,734.485,Memes
EJS,2255.0,0.00034109,0.65,1.23,60.07,3.59,"Gaming, NFTs & Collectibles, Metaverse"
SOLVEX,2256.0,0.0249,8.52,1.23,213.77,49.53,—
TSM,2257.0,0.001228,0.43,1.23,11.58,1.0,—
EFC,2258.0,0.18514450000000002,4.93,1.21,155.7,4.93,"Sports, Fan Tokens"
SENTAI,2259.0,0.0012,5.29,1.2,438.92500000000007,1.0,"Memes, Data management & AI"
AEG,2260.0,0.0037469,1.64,1.22,47.28,324.37,Gaming
AIPO,2261.0,0.0086838,7.75,1.21,299.14,139.5,Gaming
BBF,2262.0,0.0064999,2.67,1.21,328.71,186.5,"Gaming, Marketplace"
OXY,2263.0,0.0295,5.73,1.2,262.73,40.69,—
NGC,2264.0,0.01486,7.47,1.16,21.58,77.91,"Centralized-exchange, Marketplace"
NEIRO,2265.0,0.001212,2.39,1.21,438.92500000000007,1.0,Memes
UPO,2266.0,0.01049,2.67,1.19,381.95,113.79,—
FER,2267.0,0.001295,12.61,1.21,7.6,734.485,"Lending & Borrowing, Loyalty & Rewards"
MEAI,2268.0,0.001191,3.38,1.19,40.12,1.0,Gaming
BONDLY,2269.0,0.001221,0.87,1.2,20.51,734.485,"NFTs & Collectibles, Interoperability, Social, media & Content"
FIGHT,2270.0,0.0012045,14.28,1.2,438.92500000000007,734.485,Memes
NGL,2271.0,0.032989,22.68,1.35,29.38,40.88,"Gaming, NFTs & Collectibles"
GQ,2272.0,0.0002,1.03,1.19,288.13,5.93,"Gaming, Metaverse"
SOLS,2273.0,0.057059,0.39,1.2,250.33,21.0,—
FRIEND,2274.0,0.070999,9.36,1.04,52.15,14.6,"Social, media & Content"
RIDE,2275.0,0.0013558,5.62,1.19,4.98,734.485,"Smart contract platforms, Gaming, NFTs & Collectibles, Metaverse"
BLOCX,2276.0,0.011985,8.97,1.2,109.37,100.11,"Privacy, Distributed computing & Storage, Payments, Cybersecurity, DAO, DePIN"
JOB,2277.0,0.0001211,0.66,1.19,45.0,9.86,—
OMNIA,2278.0,0.13053,2.8,1.19,5.02,9.11,"Data management & AI, DePIN"
DUST,2279.0,0.062199,3.25,1.19,8.32,19.14,NFTs & Collectibles
PEN,2280.0,0.073039,9.07,1.19,53.56,16.3,—
ERTHA,2281.0,0.00065124,0.21,1.19,134.25,1.83,Gaming
CAU,2282.0,0.18514450000000002,7.62,1.19,169.77,734.485,Layer 1
STBU,2283.0,0.0079298,7.74,1.19,106.88,150.0,—
SOLVE,2284.0,0.00169,6.09,1.18,438.92500000000007,700.13,"Enterprise solutions, Health"
NBT,2285.0,0.001252,0.14,1.18,438.92500000000007,734.485,—
DD,2286.0,0.119,9.19,1.16,16.39,9.76,—
GEEQ,2287.0,0.030519,8.59,1.18,272.83,38.52,"Internet of things, NFTs & Collectibles, Logistics"
HANDY,2288.0,0.0012857,13.04,1.22,438.92500000000007,734.485,—
VC,2290.0,0.01674,0.44,1.16,194.72,69.55,—
ARI10,2291.0,0.0041871,4.75,1.17,53.56,278.57,—
VMINT,2292.0,0.002112,4.22,1.17,5.18,552.14,—
ASM,2293.0,0.18514450000000002,3.71,1.17,379.67,3.9,—
AGRO,2294.0,0.00026149,1.17,1.24,7.58,4.75,—
FOR,2295.0,0.00146,0.64,1.16,96.88,734.485,"Lending & Borrowing, DeFi"
VEXT,2296.0,0.0053579,1.82,1.17,278.53,218.24,"Gaming, Social, media & Content, Loyalty & Rewards, Sports, Web3"
P3D,2297.0,0.002385,0.98,1.16,4.98,484.95,"Smart contract platforms, Layer 1"
BULL,2298.0,0.001408,1.38,1.16,154.09,734.485,"Gaming, NFTs & Collectibles, Metaverse"
NODL,2299.0,0.0012895,21.99,1.13,19.81,734.485,"Distributed computing & Storage, Internet of things, DePIN"
READY,2300.0,0.0053969,3.75,1.14,72.55,211.88,—
BOMB,2301.0,0.00011467,7.65,1.15,4.0,10.0,—
KLAUS,2302.0,0.001147,5.72,1.15,438.92500000000007,1.0,—
JUM,2303.0,0.001994,0.17,1.14,8.4,573.42,—
SON,2304.0,0.0001995,0.18,1.14,68.27,5.74,—
KAP,2305.0,0.0088298,0.6,1.12,32.53,127.13,"Gaming, Web3"
LVL,2306.0,0.065319,0.56,1.14,53.37,17.41,—
JETTON,2307.0,0.1476,1.12,1.13,49.01,7.67,—
VCF,2308.0,0.18514450000000002,1.93,1.13,181.17,5.1,Fan Tokens
SMILE,2309.0,0.037066,5.05,1.13,1.1,30.54,—
TOWER,2311.0,0.00063899,1.13,1.12,6.89,1.75,"Gaming, NFTs & Collectibles, Metaverse"
KOII,2312.0,0.00197,8.98,1.12,140.91,567.43,—
HERE,2313.0,0.001241,5.32,1.12,51.42,734.485,Decentralized exchange
MDUS,2314.0,0.00027919,3.81,1.12,1.13,4.0,—
LEOX,2315.0,0.069099,0.98,1.11,8.42,16.04,—
CREPE,2316.0,0.00040999,0.02,1.11,1.15,2.7,—
THREE,2317.0,0.01301,12.37,1.11,7.51,85.0,Data management & AI
TURT,2318.0,0.0011675,2.19,1.11,1.72,734.485,—
ARTFI,2319.0,0.0084498,0.91,1.1,130.99,130.37,—
GMMT,2320.0,0.0067059,3.04,1.1,1.05,163.52,Web3
NEOTECH,2321.0,0.0043599,8.77,1.09,25.34,250.0,—
EFK,2322.0,0.0039891,0.7,1.09,384.0,273.09,—
OAX,2323.0,0.01408,0.19,1.08,49.25,77.03,"Developments tools, DeFi, DAO"
GFT,2324.0,0.00048499,11.75,1.09,24.16,2.24,"Social, media & Content, Loyalty & Rewards"
RENTA,2325.0,0.012117,3.24,1.08,224.59,89.5,—
E4C,2326.0,0.010838,5.96,1.08,1.1,100.0,Gaming
SEX,2327.0,0.18514450000000002,2.82,1.08,120.07,1.0,Memes
SOUTH,2328.0,0.18514450000000002,0.93,1.11,27.8,1.0,—
FUND,2329.0,0.031239,7.5,1.08,1.64,34.45,"Oracles, Interoperability, Enterprise solutions, Web3"
XYRO,2330.0,0.010477,1.73,1.08,438.92500000000007,102.65,Gaming
GSWIFT,2331.0,0.01733,0.02,1.09,1.34,62.62,Gaming
DAVINCI,2332.0,0.011901,5.56,1.07,27.08,90.0,—
FCON,2333.0,0.011323,3.77,1.07,59.61,17.42,—
VMPX,2334.0,0.00987,1.28,1.07,84.59,108.62,—
BIAO,2335.0,0.00118698,104.35,1.19,1.55,1.0,Memes
WAT,2336.0,0.011323,0.83,1.07,2.72,12.89,—
ANON,2337.0,0.001234,5.28,1.03,55.44,734.485,"Privacy, Memes, DAO"
XRPC,2338.0,0.0015956,19.45,1.06,8.22,666.67,—
DAPPX,2339.0,0.001609,9.85,1.05,81.45,649.77,—
OCC,2340.0,0.041999,9.43,1.05,7.04,24.99,—
JERRY,2341.0,0.001076,3.2,1.08,8.55,1.0,Memes
KREST,2342.0,0.02033,1.19,1.05,3.41,51.46,"Distributed computing & Storage, DePIN"
AIEPK,2343.0,0.0026759,0.72,1.07,52.45,400.0,"Distributed computing & Storage, Data management & AI"
CATBOY,2344.0,0.010395,0.03,1.04,234.3,100.0,"Memes, Gaming, NFTs & Collectibles"
NIM,2345.0,0.0057499,16.19,1.04,304.0,181.34,Gaming
GNZ,2346.0,0.001449,7.2,1.3,1.28,734.485,—
LEE,2347.0,0.18514450000000002,0.1,1.04,423.18,400.0,—
TRCL,2348.0,0.0010542,8.72,1.03,3.29,734.485,—
SYNTH,2349.0,0.0066235,5.38,1.03,438.92500000000007,155.59,Interoperability
BBL,2350.0,0.0010595,5.76,1.03,3.38,734.485,"Social, media & Content"
BIOFI,2351.0,0.00026329,1.15,1.03,13.82,3.91,—
BABY,2352.0,0.0016095,2.9,385.96,122.17,620.9,"Decentralized exchange, Gaming, NFTs & Collectibles"
LIXX,2353.0,0.0001979,26.59,385.96,120.07,5.0,—
SATX,2354.0,0.00034149,6.85,1.02,83.55,3.0,—
REL,2355.0,0.0010286,1.84,1.03,46.71,1.0,—
MOLI,2356.0,0.048899,2.75,1.03,8.77,21.0,—
RENQ,2357.0,0.0029339,5.49,1.02,53.91,348.95,—
ACE,2358.0,0.0016285,4.38,1.02,158.5,624.77,Web3
ASTROS,2359.0,0.039899,0.52,1.02,105.7,25.5,Memes
IVPAY,2360.0,0.001114,3.11,1.02,218.01,734.485,Payments
KANG,2361.0,0.001018,0.46,1.02,66.52,1.0,—
CENX,2362.0,0.00010061,6.8,1.01,29.18,10.0,—
GRAPE,2363.0,0.00060499,40.14,1.01,98.14,1.67,"Gaming, NFTs & Collectibles"
NIKO,2364.0,0.00095768,0.01,385.96,64.43,1.0,"Memes, Data management & AI"
OLE,2365.0,0.0053609,1.4,1.01,115.97,188.63,—
PLANET,2366.0,0.011323,1.19,1.0,45.69,734.485,"Gaming, NFTs & Collectibles, DAO"
SALT,2367.0,0.0082798,0.14,385.96,58.0,120.0,Smart contract platforms
IMARO,2368.0,0.001493,5.43,385.96,94.0,666.6,—
D,2369.0,0.0101,0.02,1.01,160.65,100.0,—
BAG,2370.0,0.000226,11.7,385.96,3.79,4.38,"Gaming, Metaverse, DAO"
SVN,2371.0,0.0093758,1.28,385.96,108.08,105.0,—
WLKN,2372.0,0.00076598,0.76,385.96,438.92500000000007,1.28,Move to earn
MOOV,2373.0,0.0013427,1.1,385.96,424.77,731.18,"Gaming, Data management & AI, Move to earn, Metaverse, Gambling"
CHRP,2374.0,0.002373,6.88,385.96,150.48,413.03,Data management & AI
NOTAI,2375.0,0.011323,8.74,385.96,1.16,59.08,—
LQ,2376.0,0.18514450000000002,11.56,385.96,5.21,365.0,—
U,2377.0,0.01201,0.14,385.96,196.05,81.24,—
JEFF,2378.0,0.0053649,0.26,385.96,32.78,181.76,"NFTs & Collectibles, Metaverse"
QLINDO,2379.0,0.00061949,1.03,385.96,31.72,1.57,—
CFN,2380.0,0.18514450000000002,0.15,385.96,163.14,734.485,—
JAM,2381.0,0.00012,3.3,385.96,27.67,7.64,—
GRL,2382.0,0.002096,1.19,385.96,57.71,462.68,—
